1st Order Form Execution Date,1st Order Form Execution Date (Start Date),Abbreviated Name,Account Manager,Account Manager EMAIL Address,Account Manager Phone Number,Address Line 1,Address Line 1 (e.g. 123 ABC St.),Address Line 2,Address Line 2 (e.g. Apt 202),Billing Address 1,Billing Address 2,Billing City,Billing Contact,Billing Country,Billing Email,Billing First Name,Billing Last Name,Billing Notes,Billing Phone,Billing State,Billing Title,Billing Zip Code,City,Committment Amount,Company,Company Category,Company Description,Company Name,Company Name/DBA,Company Status,Cost Structure,Country,Customer End Category,Customer End Date,Customer Start Date,Description,Dynamic Template,EIN Number,First Order Form Execution Date (Start Date),First Placement Onboard Date,House Account,Industry,Investor,Investor Category,Investor Code,Investor Credit Amount,Investor Credit Remaining Amount,Investor Round,Investor Status,Investor Type,Late Fee Applies,Late Fee Rate (%),Lead Source,Legal Address 1,Legal Address 2,Legal Name,LinkedIn,Mailing Address 1,Mailing Address 2,NAICS Code,No Credit Investor,Non-Taxable,Payment Terms,Phone Manager,Phone Number,Phone Number (e.g. 123-456-7890 Ext 000),Preferred Payment Method,Public/Private,Referral Code,Referral Fee Amount,Referral Partner Category,Related Investor,Sales Representative,Special Contract Terms,State,Status,Stock Ticker,Sub-Industry,Support Email Address,Support Phone Number,Tax ID,Termination Notification Date,Termination Notification Date (End Date),Website,Zip Code,Entity_Type_ID,Entity_Type_Name,Entity_ID,Owned_by_SAM,Owned_by_Display_Name,Own_Datetime,Created_by_SAM,Created_by_Display_Name,Created_Datetime,Modified_by_Sam,Modified_by_Display_Name,Modified_Datetime,Assigned_to_Sam,Assigned_to_Display_Name,Assign_Datetime,Is_Active,CITY_EXD_OBJECT_ID,COMPANY_CATEGORY_EXD_OBJECT_ID,COUNTRY_EXD_OBJECT_ID,INDUSTRY_EXD_OBJECT_ID,STATE_EXD_OBJECT_ID,BILLING_CONTACT_EXD_OBJECT_ID,DYNAMIC_TEMPLATE_EXD_OBJECT_ID,COMPANY_EXD_OBJECT_ID,INVESTOR_CATEGORY_EXD_OBJECT_ID,INVESTOR_EXD_OBJECT_ID,INVESTOR_TYPE_EXD_OBJECT_ID,LEAD_SOURCE_EXD_OBJECT_ID,RELATED_INVESTOR_EXD_OBJECT_ID,SALES_REPRESENTATIVE_EXD_OBJECT_ID,SUB-INDUSTRY_EXD_OBJECT_ID,REFERRAL_CODE_EXD_OBJECT_ID,CUSTOMER_END_CATEGORY_EXD_OBJECT_ID,Own_Datetime Date,Own_Datetime Year,Own_Datetime Month,Own_Datetime Quarter,Own_Datetime YearMonth,Own_Datetime YearQuarter,Own_Datetime DateRange,Own_Datetime WeekNumber,Own_Datetime Week,Own_Datetime MonthSince,Own_Datetime WeekSince,Own_Datetime DaySince,Own_Datetime MonthsSinceCat,Modified_Datetime Date,Modified_Datetime Year,Modified_Datetime Month,Modified_Datetime Quarter,Modified_Datetime YearMonth,Modified_Datetime YearQuarter,Modified_Datetime DateRange,Modified_Datetime WeekNumber,Modified_Datetime Week,Modified_Datetime MonthSince,Modified_Datetime WeekSince,Modified_Datetime DaySince,Modified_Datetime MonthsSinceCat,Assign_Datetime Date,Assign_Datetime Year,Assign_Datetime Month,Assign_Datetime Quarter,Assign_Datetime YearMonth,Assign_Datetime YearQuarter,Assign_Datetime DateRange,Assign_Datetime WeekNumber,Assign_Datetime Week,Assign_Datetime MonthSince,Assign_Datetime WeekSince,Assign_Datetime DaySince,Assign_Datetime MonthsSinceCat,1ST_ORDER_FORM_EXECUTION_DATE Date,1ST_ORDER_FORM_EXECUTION_DATE Year,1ST_ORDER_FORM_EXECUTION_DATE Month,1ST_ORDER_FORM_EXECUTION_DATE Quarter,1ST_ORDER_FORM_EXECUTION_DATE YearMonth,1ST_ORDER_FORM_EXECUTION_DATE YearQuarter,1ST_ORDER_FORM_EXECUTION_DATE DateRange,1ST_ORDER_FORM_EXECUTION_DATE WeekNumber,1ST_ORDER_FORM_EXECUTION_DATE Week,1ST_ORDER_FORM_EXECUTION_DATE MonthSince,1ST_ORDER_FORM_EXECUTION_DATE WeekSince,1ST_ORDER_FORM_EXECUTION_DATE DaySince,1ST_ORDER_FORM_EXECUTION_DATE MonthsSinceCat,CUSTOMER_END_DATE Date,CUSTOMER_END_DATE Year,CUSTOMER_END_DATE Month,CUSTOMER_END_DATE Quarter,CUSTOMER_END_DATE YearMonth,CUSTOMER_END_DATE YearQuarter,CUSTOMER_END_DATE DateRange,CUSTOMER_END_DATE WeekNumber,CUSTOMER_END_DATE Week,CUSTOMER_END_DATE MonthSince,CUSTOMER_END_DATE WeekSince,CUSTOMER_END_DATE DaySince,CUSTOMER_END_DATE MonthsSinceCat,CUSTOMER_START_DATE Date,CUSTOMER_START_DATE Year,CUSTOMER_START_DATE Month,CUSTOMER_START_DATE Quarter,CUSTOMER_START_DATE YearMonth,CUSTOMER_START_DATE YearQuarter,CUSTOMER_START_DATE DateRange,CUSTOMER_START_DATE WeekNumber,CUSTOMER_START_DATE Week,CUSTOMER_START_DATE MonthSince,CUSTOMER_START_DATE WeekSince,CUSTOMER_START_DATE DaySince,CUSTOMER_START_DATE MonthsSinceCat,FIRST_PLACEMENT_ONBOARD_DATE Date,FIRST_PLACEMENT_ONBOARD_DATE Year,FIRST_PLACEMENT_ONBOARD_DATE Month,FIRST_PLACEMENT_ONBOARD_DATE Quarter,FIRST_PLACEMENT_ONBOARD_DATE YearMonth,FIRST_PLACEMENT_ONBOARD_DATE YearQuarter,FIRST_PLACEMENT_ONBOARD_DATE DateRange,FIRST_PLACEMENT_ONBOARD_DATE WeekNumber,FIRST_PLACEMENT_ONBOARD_DATE Week,FIRST_PLACEMENT_ONBOARD_DATE MonthSince,FIRST_PLACEMENT_ONBOARD_DATE WeekSince,FIRST_PLACEMENT_ONBOARD_DATE DaySince,FIRST_PLACEMENT_ONBOARD_DATE MonthsSinceCat,TERMINATION_NOTIFICATION_DATE Date,TERMINATION_NOTIFICATION_DATE Year,TERMINATION_NOTIFICATION_DATE Month,TERMINATION_NOTIFICATION_DATE Quarter,TERMINATION_NOTIFICATION_DATE YearMonth,TERMINATION_NOTIFICATION_DATE YearQuarter,TERMINATION_NOTIFICATION_DATE DateRange,TERMINATION_NOTIFICATION_DATE WeekNumber,TERMINATION_NOTIFICATION_DATE Week,TERMINATION_NOTIFICATION_DATE MonthSince,TERMINATION_NOTIFICATION_DATE WeekSince,TERMINATION_NOTIFICATION_DATE DaySince,TERMINATION_NOTIFICATION_DATE MonthsSinceCat,ENTITY_URL
,,Avery Blake,Alex Dorsey,,,SKU-9063,,REF-8088,TAG-9417,,,,,,fatima.rossi@examplecorp.test,,,,,,Morgan Garcia,,LOT-1536,,,Active Customer,Reviewed performance and gathered feedback.,Summit Capital Group,Cobalt Manufacturing,Active,Alpha,Canada,,,,Discussed timeline and next steps with the account.,Standard,,TAG-9929,,N,Hospitality,,,,,,,,Gamma,,,Inbound Call,REF-2028,,Mei Sloan,REF-6040,REF-6159,,1040,,,Other,,,REF-9002,,Delta,,,,,Nina Costa,,Arizona,N,,SKU-8095,,,,LOT-9182,,REF-2878,,100001,Company,100178,diego.whitfield@acme-fake.test,Omar Patel,2026-07-12 19:43:00,rowan.costa@demomail.test,Marco Ivanov,2026-06-19 23:55:00,arjun.larsson@acme-fake.test,Jordan Mercer,2026-02-04 08:34:00,omar.calder@examplecorp.test,Quinn Haddad,2026-07-11 10:07:00,Y,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,2026-04-11 00:50:00,5122,783,Delta,Standard,Delta,TAG-7194,1330,8170,2924,4915,8818,Gamma,2025-09-03 02:18:00,3296,881,Beta,Gamma,Other,Beta,2180,3444,8747,9304,5964,Standard,2026-01-19 03:33:00,,4747,,REF-2406,,,,2832,,,,,2026-01-11,6687,,,SKU-2636,,,,,,,,,2023-02-06,,,,,REF-9032,,,,,,8118,,2024-02-27,,,,SKU-8903,,,,,,,,,2025-01-07,,,,,,,,,,,,,2024-08-21,,,,,,,,8804,,,,Delta,Aligned on billing and renewal terms.
,,Drew Cohen,Sofia Costa,,,LOT-1953,SKU-9510,TAG-2012,,,REF-3248,,,,riley.rossi@demomail.test,,,,,,,"10,425",,"209,409",,Active Customer,Resolved the outstanding question about scope.,Falcon Textiles LLP,Beacon Group Ltd,Active,Gamma,Philippines,,,SKU-9696,Shared the updated proposal for review.,Enterprise,,SKU-6160,,N,Media,,,,,,,,,,,Partner,REF-2111,REF-5368,Rahul Brooks,TAG-5440,REF-2064,,,,,Delta,,REF-5050,SKU-9720,,,,,,,Sofia Calder,,Texas,Y,,TAG-2616,,,,,REF-7629,REF-4830,2261,100001,Company,100181,drew.ivanov@sampleco.test,Reese Larsson,2025-01-15 10:30:00,liam.haddad@sampleco.test,Jordan Ford,2023-01-20 09:46:00,liam.costa@examplecorp.test,Nina Ivanov,2025-07-05 12:39:00,taylor.haddad@examplecorp.test,,2024-05-16 21:52:00,N,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,100001,,100001,100001,100001,100001,2026-05-14 15:35:00,4623,9357,Delta,Beta,Beta,TAG-8154,5180,3007,1532,80,3388,Other,2025-08-31 18:39:00,4272,4495,Beta,Alpha,Gamma,Standard,8030,4806,3270,9634,407,Alpha,2025-12-04 11:08:00,5803,,,,,LOT-1382,1743,,,,,,2024-06-26,,2793,,,,,6674,,,,,,2025-01-25,,,,,,,,,,,,,2024-01-23,8943,,,,,,,,,,,,2025-02-18,,1100,,,,,,,,,,,2023-12-24,6919,,Alpha,,,,,2265,3742,898,,,Followed up on the open items from last week.
,,Rowan Brooks,Nina Vance,,,REF-7034,LOT-9867,,,LOT-6037,REF-1409,,,,fatima.dorsey@demomail.test,,,,,LOT-6441,,"11,593",SKU-8988,,,Past Customer,Reviewed performance and gathered feedback.,Ironwood Partners LLP,Cardinal Financial Corp,Inactive,Delta,United States,,,SKU-2354,,Enterprise,,,,Y,Hospitality,,,,,,,,,,,Webinar,LOT-2004,,Quinn Ford,SKU-8450,TAG-1614,LOT-1743,,,,Delta,,REF-1227,REF-9592,,Other,,,,,Drew Calder,,Florida,N,,TAG-3364,,,,,,SKU-4067,5895,100001,Company,100182,jordan.reyes@acme-fake.test,Jamie Silva,2024-09-26 17:32:00,jordan.vance@examplecorp.test,Jamie Patel,2026-01-22 17:52:00,emerson.mercer@demomail.test,Rowan Ivanov,2022-10-24 04:34:00,jamie.haddad@demomail.test,,2025-03-12 19:29:00,Y,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,,,100001,2024-09-25 16:08:00,4792,2986,Standard,Beta,Standard,LOT-6335,5155,5427,122,9144,8318,Alpha,2022-12-12 23:13:00,8849,5631,Delta,Gamma,Standard,Alpha,9847,2552,5279,9215,9854,Gamma,2025-04-26 16:19:00,7454,5412,,,Gamma,,,778,6227,,,,2026-04-21,8947,,,,,,,,,8953,,,2025-07-18,794,,,,,,2454,,,6527,,,2025-06-14,,,,,,,,658,,,,,2025-11-11,,,,,,,,,,,,Standard,2023-11-04,,9918,Gamma,,,,,,,,,,Followed up on the open items from last week.
,,Chen Okafor,Rowan Patel,,,TAG-2149,,,REF-6150,LOT-2327,,,,Delta,noah.brooks@demomail.test,Rowan Silva,Diego Whitfield,,,,,,REF-5287,,,Active Customer,Reviewed performance and gathered feedback.,Cardinal Systems Inc,Redwood Media Group,Active,Standard,United States,,,,Scheduled a check-in for the coming month.,New Logo,,,SKU-7225,N,Media,,,,,,,,,,,Webinar,TAG-7716,LOT-8051,Jamie Patel,LOT-3118,LOT-8229,,3605,,,Gamma,,,SKU-1418,,Beta,,,,,Chen Haddad,,Florida,N,,REF-4262,,,,,,REF-7645,6105,100001,Company,100183,omar.dorsey@acme-fake.test,Omar Calder,2026-04-21 00:59:00,sofia.okafor@examplecorp.test,Aisha Whitfield,2025-07-03 13:06:00,sofia.haddad@examplecorp.test,Avery Okafor,2025-05-23 18:25:00,priya.rossi@sampleco.test,,2023-11-29 12:13:00,Y,100001,100001,100001,100001,,,100001,100001,100001,,,100001,,100001,100001,,100001,2026-04-05 00:38:00,5019,3392,Standard,Other,Beta,TAG-6590,173,514,1332,1103,9800,Alpha,2023-10-12 23:37:00,2894,4104,Beta,Alpha,Beta,Gamma,4675,1248,7545,7345,7072,Alpha,2024-07-16 07:02:00,161,,,REF-6308,,,,,4711,4660,,,2023-08-03,,,,,,TAG-2509,,9001,,,,,2025-01-12,,,,,,,,,,,4456,,2023-02-17,,,,,,TAG-4388,,,,,,,2026-02-09,,8714,Gamma,,,,,,,,,,2024-11-21,,,,,,,,,,,,,Aligned on billing and renewal terms.
,,Quinn Cohen,Jordan Nguyen,,,LOT-7928,SKU-2760,LOT-4486,TAG-2919,,,,,,diego.kim@demomail.test,Aisha Garcia,Rahul Dorsey,,REF-1133,TAG-2051,,,TAG-4778,,,Active Customer,Followed up on the open items from last week.,Atlas Media Inc,Northwind Partners LLP,Inactive,Standard,Canada,,,REF-9448,Scheduled a check-in for the coming month.,New Logo,,,,N,Retail,LOT-9669,,,,,,,,,,Cold Outreach,LOT-7934,,Emerson Mercer,SKU-4013,SKU-2155,,1500,,,Delta,,SKU-5941,SKU-4502,,Standard,,,,,Drew Patel,Aligned on billing and renewal terms.,Georgia,N,,LOT-8223,,,,,,TAG-4426,787,100001,Company,100185,liam.vance@acme-fake.test,Elena Kim,2023-11-07 22:52:00,avery.haddad@acme-fake.test,Avery Costa,2026-03-14 09:47:00,arjun.sato@sampleco.test,Mei Ashby,2026-02-16 19:53:00,marco.ashby@examplecorp.test,,2024-04-29 22:59:00,Y,100001,100001,100001,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,2025-01-29 08:29:00,8466,6850,Gamma,Delta,Other,LOT-7898,4475,619,1431,1474,3266,Delta,2022-11-22 12:32:00,3223,5220,Gamma,Beta,Alpha,Delta,4819,1778,2326,1716,1058,Standard,2025-11-16 07:35:00,,3549,,,,,,628,,987,,,2026-01-19,3563,,,,,,,,,,2335,,2023-01-30,,7860,,,,REF-7703,,,,,,,2023-10-25,,,,,,,,5507,,,,,2023-06-15,,,,,,,,1449,,,3398,Standard,2023-12-21,,,,,,,,,,,,,Shared the updated proposal for review.
,SKU-8677,Fatima Mercer,Nina Larsson,,,LOT-2561,TAG-3892,SKU-3408,,,,TAG-9195,,,emerson.ford@demomail.test,Emerson Ashby,,,,,,,TAG-3870,,,Prospect,Followed up on the open items from last week.,Redwood Industries,Ironwood Analytics Group,Inactive,Standard,Australia,Alpha,,,Discussed timeline and next steps with the account.,Standard,,,,Y,Hospitality,,,,,,,,Alpha,,,Inbound Call,REF-8266,SKU-4304,Fatima Dorsey,REF-7821,SKU-3493,,5776,,,Other,,,TAG-4394,,,,,,,Skyler Cohen,,Arizona,N,,SKU-3466,,,,,,SKU-4349,,100001,Company,100188,chen.silva@demomail.test,Alex Calder,2023-06-30 20:38:00,rahul.whitfield@demomail.test,Nina Mensah,2024-05-05 09:32:00,rahul.haddad@sampleco.test,Aisha Mensah,2024-08-02 03:00:00,diego.ivanov@acme-fake.test,,2024-03-24 08:52:00,N,100001,100001,,100001,100001,,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,2025-12-13 04:05:00,7817,9262,Delta,Alpha,Beta,TAG-6694,9970,8471,7900,8828,5131,Alpha,2023-10-13 12:09:00,1327,2345,Standard,Beta,Beta,Other,5426,160,2658,730,6599,Delta,2024-06-15 22:51:00,,6198,,,,SKU-1261,2180,,,,,,2025-07-29,,,,,,,,,8287,,,,2026-07-16,1489,,,,,,,,,,,,2023-06-10,,,,,Gamma,,9107,,8966,,,,2024-09-08,,,,,Other,,2981,,6406,1246,,,2023-04-21,1119,,,,,,,,,,,,Resolved the outstanding question about scope.
TAG-5996,,Quinn Kim,Fatima Haddad,,,SKU-6538,REF-1446,,,TAG-4219,,LOT-1242,SKU-8028,,emerson.vance@sampleco.test,,Aisha Ford,,,,Reese Mercer,,REF-9539,,,Active Customer,Reviewed performance and gathered feedback.,Granite Energy LLC,Vertex Energy LLP,Active,Gamma,United Kingdom,,,,Noted a concern to revisit at the next sync.,Enterprise,,,,N,Technology,,,,,,,,Other,,,Referral,REF-5081,REF-2620,Rowan Ford,SKU-9845,TAG-5529,,3132,,,Beta,,SKU-8557,TAG-1436,,Standard,,,,,Elena Ford,,New York,N,LOT-2204,SKU-3746,,,,,,SKU-3584,9967,100001,Company,100191,taylor.blake@acme-fake.test,Nina Kim,2025-06-19 22:23:00,reese.patel@sampleco.test,Riley Dorsey,2025-08-31 00:02:00,sofia.brooks@sampleco.test,Omar Blake,2024-06-20 10:02:00,avery.ivanov@acme-fake.test,,2024-09-04 12:35:00,N,100001,100001,100001,100001,100001,,100001,100001,100001,,100001,100001,100001,100001,100001,,100001,2022-11-08 06:04:00,3483,2746,Alpha,Standard,Standard,SKU-2972,5996,9045,935,1871,4915,Delta,2024-07-13 04:28:00,6311,151,Standard,Beta,Standard,Beta,2573,6279,5334,6101,3291,Beta,2023-05-24 11:19:00,,,Alpha,,Alpha,,,2788,,,,,2023-11-13,,,,,,,,,,,,,2026-02-11,,2660,,,,,,,,,,,2024-10-13,,,Gamma,,,TAG-7715,,,3928,2395,,,2024-06-23,2440,,Alpha,,Standard,,,,,,,,2024-09-17,,,Delta,,,,,,,,,Other,Discussed timeline and next steps with the account.
LOT-2584,,Rowan Vance,Nina Okafor,,,TAG-7841,SKU-9343,,REF-1882,TAG-7463,TAG-7831,,,,taylor.silva@demomail.test,,,,,LOT-7256,,,REF-1562,,,Active Customer,Aligned on billing and renewal terms.,Summit Health Inc,Pioneer Health Inc,Active,Other,Mexico,,,,Shared the updated proposal for review.,Standard,,,SKU-9811,N,Hospitality,,,,,,,,,,,Event,SKU-4778,LOT-3599,Taylor Mercer,SKU-6561,LOT-2362,LOT-9718,,,,,,LOT-3415,LOT-4289,,Gamma,,,,,Drew Patel,,Georgia,Y,,SKU-5244,,,,,,SKU-3786,1175,100001,Company,100193,chen.whitfield@sampleco.test,Sofia Haddad,2024-12-03 05:14:00,reese.nguyen@acme-fake.test,Jamie Vance,2023-06-09 10:55:00,sofia.reyes@sampleco.test,Jamie Silva,2023-06-18 08:09:00,diego.larsson@demomail.test,Alex Dorsey,2024-12-15 15:52:00,Y,,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,,100001,2025-07-08 10:06:00,7668,6635,Other,Delta,Alpha,TAG-2697,4654,2166,2131,9586,892,Standard,2023-06-24 10:53:00,4279,629,Other,Standard,Beta,Other,39,5560,1083,7344,5519,Other,2025-02-05 08:06:00,,,,,,,2750,,,,,Alpha,2026-07-29,,,,TAG-4934,,,,3921,,6479,,,2025-11-15,,,,,,,,,,,,,2026-02-19,,,,,,,,,,,,,2025-05-11,,,Alpha,SKU-1956,Standard,,,,7206,,3900,,2023-02-08,,,,,,,,,,,,,Scheduled a check-in for the coming month.
,,Avery Blake,Yara Rossi,,,REF-8135,REF-8878,,SKU-9902,,,,,Alpha,arjun.nguyen@demomail.test,,Morgan Cohen,,,LOT-2284,Avery Patel,,SKU-7670,,,Active Customer,Followed up on the open items from last week.,Silverline Networks Ltd,Silverline Manufacturing Corp,Active,,United States,,,,Noted a concern to revisit at the next sync.,SMB,,,,N,Real Estate,,,,,,,,,,,LinkedIn,SKU-4719,,Chen Costa,REF-3314,,REF-5169,5857,,N,Standard,,REF-3867,SKU-9763,,Alpha,,,,,Sofia Blake,,Texas,Y,,LOT-5826,,,,,,LOT-5965,6992,100001,Company,100194,omar.brooks@sampleco.test,Alex Reyes,2025-11-15 17:34:00,skyler.cohen@sampleco.test,Quinn Vance,2025-10-23 15:20:00,marco.nguyen@acme-fake.test,Taylor Ashby,2024-08-30 00:32:00,alex.sato@demomail.test,,2025-08-22 18:30:00,N,100001,100001,100001,100001,100001,100001,100001,100001,100001,,,100001,100001,100001,100001,100001,100001,2025-11-16 02:17:00,6041,6204,Delta,Gamma,Other,SKU-7774,5891,7503,4314,754,5326,Delta,2023-12-13 12:31:00,7550,7043,Beta,Other,Alpha,Standard,2228,4400,1670,9546,1741,Alpha,2025-08-14 03:34:00,8457,,Delta,,,,,,3432,,,,2024-06-27,2144,,,SKU-9925,,,,,,,9787,,2024-01-16,8549,,,,,,3193,,,2194,,Standard,2026-01-03,,,,,,,8262,,,,,,2024-08-19,,,Standard,,,,,605,,,392,,2026-06-24,1956,,,,,,,,,,,,Scheduled a check-in for the coming month.
LOT-7593,,Taylor Dorsey,Noah Haddad,,,SKU-8089,,TAG-5038,LOT-8550,TAG-2014,,REF-3334,,,rahul.whitfield@acme-fake.test,,,,,,,"225,054",REF-8761,,,Active Customer,Noted a concern to revisit at the next sync.,Northwind Dynamics LLC,Silverline Textiles LLC,Inactive,Delta,Philippines,,,REF-1031,Shared the updated proposal for review.,Standard,,,,Y,Technology,,Gamma,,"30,824",,,,,,,LinkedIn,TAG-9179,SKU-6758,Casey Mensah,LOT-9053,TAG-3836,,,,,Other,,,SKU-6447,,,,,,,Quinn Dorsey,,New York,N,,REF-1681,,,,TAG-6790,,REF-2663,,100001,Company,100196,drew.dorsey@sampleco.test,Alex Sloan,2025-05-11 06:50:00,fatima.costa@demomail.test,Priya Calder,2025-10-30 05:07:00,yara.garcia@acme-fake.test,Jamie Ivanov,2024-01-05 02:18:00,morgan.rossi@sampleco.test,,2026-07-21 04:10:00,N,100001,100001,100001,100001,,100001,100001,100001,,,100001,100001,100001,100001,100001,,100001,2023-05-23 14:40:00,1880,6156,Other,Beta,Standard,REF-4426,7792,6895,7737,7804,3754,Alpha,2022-11-02 22:28:00,8156,1474,Other,Standard,Delta,Delta,2605,9779,3370,7057,1300,Beta,2023-09-22 05:32:00,,7357,Delta,,,,,,6295,,,,2026-07-29,9849,,,,,,,,,,,,2025-04-17,,,,REF-3928,,,,,,,,,2023-03-30,,,,,Beta,,,,,,,,2024-12-17,,,,,,,,,,,,,2024-11-02,,,,,,,8112,,7908,,2541,,Shared the updated proposal for review.
,,Alex Ford,Jamie Ashby,,,TAG-2151,TAG-9251,,REF-7472,SKU-2483,,,LOT-3815,Standard,diego.calder@acme-fake.test,,,,,,,,TAG-8234,,,Active Customer,Followed up on the open items from last week.,Meridian Energy Group,Harbor Textiles,Active,Other,United Kingdom,,,,Discussed timeline and next steps with the account.,Renewal,,,REF-6021,Y,Construction,,,,,,,,,,,Inbound Call,REF-3739,,Taylor Brooks,SKU-6481,REF-3487,REF-3590,486,,,Delta,,,LOT-6126,,Other,,,,,Jamie Mercer,,Ohio,N,,REF-8313,,,,,SKU-2597,TAG-4642,1316,100001,Company,100199,marco.mensah@acme-fake.test,Skyler Larsson,2024-09-29 18:42:00,jordan.blake@examplecorp.test,Sofia Calder,2024-02-22 03:22:00,skyler.blake@demomail.test,Aisha Silva,2023-07-24 21:09:00,arjun.brooks@acme-fake.test,Morgan Ford,2024-04-11 14:21:00,N,100001,100001,100001,100001,,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,100001,2025-04-08 07:02:00,2653,5461,Gamma,Standard,Gamma,TAG-6520,7329,2364,8484,5000,7636,Alpha,2024-01-06 09:10:00,8916,7149,Beta,Standard,Gamma,Standard,3634,3859,6020,8605,5011,Delta,2025-07-08 22:49:00,,,,,,,,,,,,,2024-11-27,8191,,,,,,,8469,2732,,,,2026-06-20,,,,,,REF-1796,,,3535,,,,2022-12-24,,2910,,SKU-4490,,,,,,1812,,,2026-06-24,,,,TAG-6908,,,,,,5980,,,2025-03-08,,,,,,,,6234,,,,,Scheduled a check-in for the coming month.
REF-1097,,Nina Costa,Diego Calder,,,REF-2881,REF-9853,,,,,,,Standard,emerson.larsson@examplecorp.test,,,,,SKU-2225,,,SKU-6889,,,Prospect,Aligned on billing and renewal terms.,Atlas Labs Corp,Granite Retail Corp,Active,Other,Australia,,,,Followed up on the open items from last week.,SMB,,,,N,Energy,,,,,,,,,,,Website,REF-5164,TAG-5432,Morgan Mensah,,SKU-8023,REF-8951,,,N,Delta,,TAG-3868,LOT-8383,,Delta,,,,,Mei Larsson,,Florida,Y,,LOT-3269,,,,,,LOT-5126,5390,100001,Company,100200,priya.nguyen@sampleco.test,Priya Larsson,2025-06-14 08:39:00,noah.calder@demomail.test,Elena Whitfield,2023-05-01 15:35:00,yara.blake@acme-fake.test,Nina Rossi,2026-07-27 08:16:00,rahul.haddad@demomail.test,,2024-08-21 03:50:00,N,100001,100001,100001,100001,100001,,100001,100001,,100001,100001,100001,100001,100001,100001,,100001,2023-04-21 23:30:00,1341,3112,Beta,Other,Delta,REF-3456,9176,3170,7531,4195,5470,Gamma,2024-05-30 16:03:00,5946,2209,Standard,Alpha,Gamma,Beta,2751,7346,8116,1069,4992,Delta,2024-09-20 16:25:00,,5757,,,,,,,,,,,2025-03-08,,,Beta,,,,,,,,,,2023-09-03,,,,,,,,5940,,,,,2024-03-04,6049,,,,,,,,,,,,2023-12-30,,8861,,LOT-2183,,,,,,,,,2023-04-08,,,,REF-6135,,,,,,,5683,,Followed up on the open items from last week.
,,Marco Nguyen,Avery Larsson,,,TAG-1773,SKU-7322,REF-6046,TAG-9215,REF-1487,,,TAG-9489,,nina.brooks@acme-fake.test,,,,,,,"51,581",,,,Past Customer,Shared the updated proposal for review.,Granite Partners LLC,Copper Financial Inc,Active,,Mexico,,,,Discussed timeline and next steps with the account.,SMB,,,,Y,Energy,,,,,,,,,,,Website,SKU-3244,REF-8671,Skyler Ford,LOT-3518,LOT-6684,,,,,Other,,LOT-4196,,,Gamma,,,,,Diego Haddad,,Florida,Y,,LOT-4708,,,,,,LOT-8954,,100001,Company,100201,morgan.rossi@demomail.test,Priya Larsson,2023-08-18 06:26:00,avery.reyes@demomail.test,Nina Reyes,2026-06-23 00:18:00,elena.nguyen@acme-fake.test,Priya Larsson,2024-05-26 15:15:00,noah.larsson@sampleco.test,,2023-06-14 07:24:00,Y,,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,100001,,100001,100001,,100001,2024-12-14 04:02:00,4867,2385,Gamma,Other,Delta,LOT-6015,5232,5941,7998,4840,8112,Standard,2023-02-21 13:16:00,6268,1958,Alpha,Beta,Alpha,Beta,9042,9092,6313,1502,5612,Standard,2026-02-21 10:26:00,,,,REF-1718,,REF-2711,,,,,,Delta,2025-02-08,,,Standard,,Delta,REF-2982,,7107,,,2002,,2026-04-15,2373,,Beta,,,,,9211,,,,,2026-05-29,,,,SKU-4432,,,,,3259,8591,,,2026-06-05,,571,,,,,1156,,,,,Beta,2025-09-23,,,,,,,2998,,,,,,Noted a concern to revisit at the next sync.
